flutter: 2025-06-17T09:47:41.520783,5159.726,5361.76
flutter: 2025-06-17T09:47:42.521985,4751.421,4940.75
flutter: 2025-06-17T09:47:43.520787,5105.33,3870.04
flutter: 2025-06-17T09:47:44.521371,5306.458,2836.25
flutter: 2025-06-17T09:47:45.521567,5554.965,5678.02
flutter: 2025-06-17T09:47:46.521764,5962.749,3064.83
flutter: 2025-06-17T09:47:47.522665,6010.318,2896.35
flutter: 2025-06-17T09:47:48.521558,6294.879,3871.64
flutter: 2025-06-17T09:47:49.521961,3461.595,4580.70
flutter: 2025-06-17T09:47:50.522435,3691.976,2228.67
flutter: 2025-06-17T09:47:51.521991,3895.528,3727.38
flutter: 2025-06-17T09:47:52.520645,4086.738,2121.06
flutter: 2025-06-17T09:47:53.520725,4086.738,2291.29
flutter: 2025-06-17T09:47:54.520348,4247.833,2750.44
flutter: 2025-06-17T09:47:55.520959,4282.239,1988.00
flutter: 2025-06-17T09:47:56.521865,2272.295,2479.70
flutter: 2025-06-17T09:47:57.521272,2299.075,1575.88
flutter: 2025-06-17T09:47:58.520312,2319.284,1812.32
flutter: 2025-06-17T09:47:59.521314,1499.44,1777.16
flutter: 2025-06-17T09:48:00.523262,1311.809,1353.55
flutter: 2025-06-17T09:48:01.522422,1121.298,1194.61
flutter: 2025-06-17T09:48:02.523318,982.16,759.66
flutter: 2025-06-17T09:48:03.521022,982.232,786.04
flutter: 2025-06-17T09:48:04.525771,982.24,750.16
flutter: 2025-06-17T09:48:05.520785,982.376,762.31
flutter: 2025-06-17T09:48:06.521549,981.904,895.11
flutter: 2025-06-17T09:48:07.520580,1032.572,826.33
flutter: 2025-06-17T09:48:08.521170,990.047,562.13
flutter: 2025-06-17T09:48:09.520249,991.772,769.04
flutter: 2025-06-17T09:48:10.522462,991.772,565.34
flutter: 2025-06-17T09:48:11.520762,994.324,577.77
flutter: 2025-06-17T09:48:12.520656,994.396,728.62
flutter: 2025-06-17T09:48:13.521976,915.708,714.85
flutter: 2025-06-17T09:48:14.520884,992.157,696.38
flutter: 2025-06-17T09:48:15.520679,1047.663,684.12
flutter: 2025-06-17T09:48:16.521304,1056.06,973.55
flutter: 2025-06-17T09:48:17.521684,925.04,772.47
flutter: 2025-06-17T09:48:18.522504,1104.485,625.25
flutter: 2025-06-17T09:48:19.520342,1019.309,936.93
flutter: 2025-06-17T09:48:20.524435,1201.027,915.85
flutter: 2025-06-17T09:48:21.523373,989.456,1040.78
flutter: 2025-06-17T09:48:22.523210,1084.069,805.18
flutter: 2025-06-17T09:48:23.522932,1343.237,648.69
flutter: 2025-06-17T09:48:24.523587,1373.683,983.61
flutter: 2025-06-17T09:48:25.523614,1476.522,1130.67
flutter: 2025-06-17T09:48:26.522273,1541.85,960.38
flutter: 2025-06-17T09:48:27.521889,1617.531,1014.69
flutter: 2025-06-17T09:48:28.520682,1728.629,1155.68
flutter: 2025-06-17T09:48:29.522227,1828.563,1172.54
flutter: 2025-06-17T09:48:30.522005,1902.545,1310.18
flutter: 2025-06-17T09:48:31.520666,2042.464,1428.88
flutter: 2025-06-17T09:48:32.521855,2108.406,1605.34
flutter: 2025-06-17T09:48:33.520647,2282.994,1450.94
flutter: 2025-06-17T09:48:34.522459,2441.309,1685.46
flutter: 2025-06-17T09:48:35.524431,2619.208,1798.67
flutter: 2025-06-17T09:48:36.522557,2876.537,2113.03
flutter: 2025-06-17T09:48:37.520248,2968.442,1478.99
flutter: 2025-06-17T09:48:38.517793,3038.072,2563.48
flutter: 2025-06-17T09:48:39.520275,3285.816,1800.70
flutter: 2025-06-17T09:48:40.521051,3362.749,2099.65
flutter: 2025-06-17T09:48:41.520903,3507.357,2729.44
flutter: 2025-06-17T09:48:42.521579,3851.841,2239.49
flutter: 2025-06-17T09:48:43.521196,3852.041,2435.12
flutter: 2025-06-17T09:48:44.520679,3973.763,3152.98
flutter: 2025-06-17T09:48:45.521772,4230.48,2130.74
flutter: 2025-06-17T09:48:46.520728,4430.87,3598.41
flutter: 2025-06-17T09:48:47.520680,4573.191,2578.03
flutter: 2025-06-17T09:48:48.519476,4825.968,4533.13
flutter: 2025-06-17T09:48:49.520150,5179.841,2642.43
flutter: 2025-06-17T09:48:50.520323,5179.857,2532.45
flutter: 2025-06-17T09:48:51.520971,5381.056,5080.99
flutter: 2025-06-17T09:48:52.520690,5774.741,2941.00
flutter: 2025-06-17T09:48:53.520197,5773.813,4061.14
flutter: 2025-06-17T09:48:54.521163,6143.316,3234.88
flutter: 2025-06-17T09:48:55.521497,6143.404,3746.21
flutter: 2025-06-17T09:48:56.520949,6433.934,4353.71
flutter: 2025-06-17T09:48:57.521004,6638.599,3595.62
flutter: 2025-06-17T09:48:58.520859,6740.206,4161.57
flutter: 2025-06-17T09:48:59.518664,7169.837,6898.04
flutter: 2025-06-17T09:49:00.520842,7811.529,4489.17
flutter: 2025-06-17T09:49:01.521561,7811.529,4317.83
flutter: 2025-06-17T09:49:02.527235,8116.963,6178.67
flutter: 2025-06-17T09:49:03.522659,8697.594,8402.69
flutter: 2025-06-17T09:49:04.520338,9333.047,9364.98
flutter: 2025-06-17T09:49:05.520238,9957.614,5051.15
flutter: 2025-06-17T09:49:06.519910,9957.614,6205.09
flutter: 2025-06-17T09:49:07.519735,10671.116,7315.66
flutter: 2025-06-17T09:49:08.521015,10923.526,7318.26
flutter: 2025-06-17T09:49:09.520398,11782.121,8909.36
flutter: 2025-06-17T09:49:10.521033,12633.805,8464.44
flutter: 2025-06-17T09:49:11.519822,13544.216,9193.69
flutter: 2025-06-17T09:49:12.520592,14854.596,11982.84
flutter: 2025-06-17T09:49:13.520130,15657.583,9691.90
flutter: 2025-06-17T09:49:14.520829,16146.279,13304.55
flutter: 2025-06-17T09:49:15.520566,17176.667,10291.71
flutter: 2025-06-17T09:49:16.521237,17827.633,12801.02
flutter: 2025-06-17T09:49:17.521847,19111.065,14225.98
flutter: 2025-06-17T09:49:18.521266,20493.3,12877.47
flutter: 2025-06-17T09:49:19.520981,21796.327,16816.08
flutter: 2025-06-17T09:49:20.520479,21966.332,13349.92
flutter: 2025-06-17T09:49:21.520229,16242.628,18518.94
flutter: 2025-06-17T09:49:22.519907,14895.725,5930.12
flutter: 2025-06-17T09:49:23.523203,14911.375,8171.58
flutter: 2025-06-17T09:49:24.524762,14922.976,9124.46
flutter: 2025-06-17T09:49:25.521140,14929.192,8153.87
flutter: 2025-06-17T09:49:26.520995,14937.212,7843.90
flutter: 2025-06-17T09:49:27.520502,14946.561,9623.88
flutter: 2025-06-17T09:49:28.521887,14951.352,10138.89
flutter: 2025-06-17T09:49:29.521388,14968.757,9812.87
flutter: 2025-06-17T09:49:30.521411,14977.117,6553.35
flutter: 2025-06-17T09:49:31.523055,14969.385,15436.26
flutter: 2025-06-17T09:49:32.520119,11335.626,13338.79
flutter: 2025-06-17T09:49:33.522186,11356.995,8543.66
flutter: 2025-06-17T09:49:34.520428,11367.108,4966.74
flutter: 2025-06-17T09:49:35.519716,11375.487,10518.91
flutter: 2025-06-17T09:49:36.520519,11409.97,9997.70
flutter: 2025-06-17T09:49:37.519788,11429.437,6756.37
flutter: 2025-06-17T09:49:38.521280,11439.668,8315.70
flutter: 2025-06-17T09:49:39.521568,11476.482,7712.36
flutter: 2025-06-17T09:49:40.520773,11476.482,6014.83
flutter: 2025-06-17T09:49:41.520651,11479.082,7852.33
flutter: 2025-06-17T09:49:41.520651,11479.082,7852.33
flutter: 2025-06-17T09:49:42.522529,508.336,3663.29
flutter: 2025-06-17T09:49:43.521132,490.2,4699.64
flutter: 2025-06-17T09:49:44.521043,490.2,2156.41
flutter: 2025-06-17T09:49:45.522421,490.2,502.49
flutter: 2025-06-17T09:49:46.523327,982.416,818.74
flutter: 2025-06-17T09:49:47.546350,981.952,801.07
flutter: 2025-06-17T09:49:48.520747,1580.069,1260.05
flutter: 2025-06-17T09:49:49.520263,2073.103,1412.22
flutter: 2025-06-17T09:49:50.521092,3544.649,1176.78
flutter: 2025-06-17T09:49:51.521883,3995.437,2337.14
flutter: 2025-06-17T09:49:52.522218,4013.801,2554.14
flutter: 2025-06-17T09:49:53.520631,4035.183,3729.68
flutter: 2025-06-17T09:49:54.521990,4067.788,3870.98
flutter: 2025-06-17T09:49:55.521921,4094.803,4281.35
flutter: 2025-06-17T09:49:56.521401,4122.558,4179.69
flutter: 2025-06-17T09:49:57.520103,4157.378,3546.86
flutter: 2025-06-17T09:49:58.520680,4183.696,2978.44
flutter: 2025-06-17T09:49:59.519644,4197.321,2810.49
flutter: 2025-06-17T09:50:00.520607,4226.449,3023.06
flutter: 2025-06-17T09:50:01.521750,4251.229,2967.58
flutter: 2025-06-17T09:50:02.522080,4262.524,2417.27
flutter: 2025-06-17T09:50:03.522710,4279.728,4205.18
flutter: 2025-06-17T09:50:04.521266,4308.309,2696.79
flutter: 2025-06-17T09:50:05.521545,4314.367,2653.29
flutter: 2025-06-17T09:50:06.523011,4335.717,3737.36
flutter: 2025-06-17T09:50:07.521721,4363.55,2734.28
flutter: 2025-06-17T09:50:08.521108,4375.16,2810.22
flutter: 2025-06-17T09:50:09.524603,4409.544,3610.38
flutter: 2025-06-17T09:50:10.521184,4437.109,3039.88
flutter: 2025-06-17T09:50:11.521875,4461.325,2899.93
flutter: 2025-06-17T09:50:12.522170,4487.609,4083.22
flutter: 2025-06-17T09:50:13.521168,4515.758,2454.98
flutter: 2025-06-17T09:50:14.521597,4517.921,2500.17
flutter: 2025-06-17T09:50:15.521685,4529.071,3934.45
flutter: 2025-06-17T09:50:16.521368,4556.36,2827.91
flutter: 2025-06-17T09:50:17.521936,4556.36,3114.29
flutter: 2025-06-17T09:50:18.521793,4585.619,4221.33
flutter: 2025-06-17T09:50:19.521106,4612.818,3055.67
flutter: 2025-06-17T09:50:20.522381,4633.684,3303.24
flutter: 2025-06-17T09:50:21.520834,4666.905,3966.29
flutter: 2025-06-17T09:50:22.521226,4695.109,2895.17
flutter: 2025-06-17T09:50:23.522169,4712.978,3269.41
flutter: 2025-06-17T09:50:24.522301,4744.664,3612.71
flutter: 2025-06-17T09:50:25.522292,4771.344,3306.66
flutter: 2025-06-17T09:50:26.521146,4796.497,3402.79
flutter: 2025-06-17T09:50:27.520749,4830.367,3637.89
flutter: 2025-06-17T09:50:28.521138,4857.384,3254.04
flutter: 2025-06-17T09:50:29.520542,4883.5,3289.98
flutter: 2025-06-17T09:50:30.521733,4904.295,2722.68
flutter: 2025-06-17T09:50:31.518496,4909.353,3534.26
flutter: 2025-06-17T09:50:32.529312,4935.88,3085.09
flutter: 2025-06-17T09:50:33.522591,4945.394,3347.59
flutter: 2025-06-17T09:50:34.520787,4970.718,3630.94
flutter: 2025-06-17T09:50:35.522115,4996.657,4260.80
flutter: 2025-06-17T09:50:36.521333,5033.234,3806.41
flutter: 2025-06-17T09:50:37.521441,5054.323,3461.60
flutter: 2025-06-17T09:50:38.520566,5076.272,3806.84
flutter: 2025-06-17T09:50:39.521961,5109.987,4187.42
flutter: 2025-06-17T09:50:40.520614,5137.559,3410.66
flutter: 2025-06-17T09:50:41.520422,5154.361,3569.61
flutter: 2025-06-17T09:50:42.521519,5188.836,3974.18
flutter: 2025-06-17T09:50:43.521402,5215.664,3483.39
flutter: 2025-06-17T09:50:44.520918,5242.028,3815.03
flutter: 2025-06-17T09:50:45.520766,5271.856,3099.63
flutter: 2025-06-17T09:50:46.521502,5272.36,2987.40
