bandwidth_marks = [
    ("2025-06-17T02:46:01", 20000),
    ("2025-06-17T02:48:01", 30000),
    ("2025-06-17T02:50:01", 50000),
    ("2025-06-17T02:52:01", 30000),
    ("2025-06-17T02:54:01", 10000),
    ("2025-06-17T02:56:01", 5000),
]
flutter: 2025-06-17T02:46:00.679729,75260.192,59582.98
flutter: 2025-06-17T02:46:01.683799,16161.419,41480.18
flutter: 2025-06-17T02:46:02.683671,11111.182,7308.16
flutter: 2025-06-17T02:46:03.683136,10616.37,4930.69
flutter: 2025-06-17T02:46:04.682784,12205.399,5671.80
flutter: 2025-06-17T02:46:05.682888,12205.399,7826.38
flutter: 2025-06-17T02:46:06.683398,12217.449,8945.00
flutter: 2025-06-17T02:46:07.683929,12244.329,10670.35
flutter: 2025-06-17T02:46:08.685167,12267.786,8472.86
flutter: 2025-06-17T02:46:09.682356,12286.089,11237.09
flutter: 2025-06-17T02:46:10.682005,12322.195,10906.26
flutter: 2025-06-17T02:46:11.683243,12346.089,10929.33
flutter: 2025-06-17T02:46:12.684322,12367.315,8058.38
flutter: 2025-06-17T02:46:13.682034,12396.822,10229.38
flutter: 2025-06-17T02:46:14.683835,12417.408,6724.39
flutter: 2025-06-17T02:46:15.682358,12427.002,12965.74
flutter: 2025-06-17T02:46:16.683568,12466.623,9160.64
flutter: 2025-06-17T02:46:17.684148,12490.704,8878.95
flutter: 2025-06-17T02:46:18.684049,12498.356,7048.03
flutter: 2025-06-17T02:46:19.683603,12525.896,10510.60
flutter: 2025-06-17T02:46:20.685066,12175.412,7133.62
flutter: 2025-06-17T02:46:21.682705,12552.539,11354.57
flutter: 2025-06-17T02:46:22.680477,12579.186,8789.35
flutter: 2025-06-17T02:46:23.685774,12584.156,8717.83
flutter: 2025-06-17T02:46:24.684323,12607.826,9351.69
flutter: 2025-06-17T02:46:25.684182,12627.292,7450.71
flutter: 2025-06-17T02:46:26.685222,12638.28,5717.21
flutter: 2025-06-17T02:46:27.683331,12644.312,12763.86
flutter: 2025-06-17T02:46:28.684638,12681.797,12790.44
flutter: 2025-06-17T02:46:29.686123,12703.356,7717.58
flutter: 2025-06-17T02:46:30.686418,12711.977,7960.22
flutter: 2025-06-17T02:46:31.684677,12740.641,9150.38
flutter: 2025-06-17T02:46:32.684975,12745.104,8346.02
flutter: 2025-06-17T02:46:33.681970,12768.784,9417.50
flutter: 2025-06-17T02:46:34.685996,12787.934,6807.31
flutter: 2025-06-17T02:46:35.685444,12803.286,11741.93
flutter: 2025-06-17T02:46:36.683381,12832.059,9723.80
flutter: 2025-06-17T02:46:37.686284,12867.867,10267.02
flutter: 2025-06-17T02:46:38.685783,12893.602,8501.10
flutter: 2025-06-17T02:46:39.683848,12916.188,9379.84
flutter: 2025-06-17T02:46:40.686559,12951.122,9174.57
flutter: 2025-06-17T02:46:41.684249,12978.634,8554.23
flutter: 2025-06-17T02:46:42.683323,13002.741,10201.71
flutter: 2025-06-17T02:46:43.686916,13025.197,7368.29
flutter: 2025-06-17T02:46:44.684694,13044.43,11113.68
flutter: 2025-06-17T02:46:45.684130,13062.84,7407.26
flutter: 2025-06-17T02:46:46.685833,13089.3,10850.51
flutter: 2025-06-17T02:46:47.685744,13105.908,6440.04
flutter: 2025-06-17T02:46:48.682548,13413.724,13470.04
flutter: 2025-06-17T02:46:49.684963,14055.703,8805.43
flutter: 2025-06-17T02:46:50.684118,14952.321,11629.63
flutter: 2025-06-17T02:46:51.685780,15186.193,8777.31
flutter: 2025-06-17T02:46:52.686248,16405.879,12368.62
flutter: 2025-06-17T02:46:53.686035,16661.018,10046.79
flutter: 2025-06-17T02:46:54.685621,17714.472,15278.65
flutter: 2025-06-17T02:46:55.684581,18423.783,10985.27
flutter: 2025-06-17T02:46:56.683847,19745.581,14815.30
flutter: 2025-06-17T02:46:57.683544,21167.262,15955.12
flutter: 2025-06-17T02:46:58.683117,22512.413,15404.07
flutter: 2025-06-17T02:46:59.685617,23949.769,17055.75
flutter: 2025-06-17T02:47:00.683389,24516.699,16395.96
flutter: 2025-06-17T02:47:01.687617,15096.351,14539.95
flutter: 2025-06-17T02:47:02.683523,15113.492,8176.16
flutter: 2025-06-17T02:47:03.685778,15138.071,11687.99
flutter: 2025-06-17T02:47:04.686741,15165.413,11848.04
flutter: 2025-06-17T02:47:05.687233,15200.366,10278.78
flutter: 2025-06-17T02:47:06.684245,15203.439,10236.51
flutter: 2025-06-17T02:47:07.685134,15225.394,10623.30
flutter: 2025-06-17T02:47:08.685530,15256.225,11944.58
flutter: 2025-06-17T02:47:09.683173,15284.87,9963.21
flutter: 2025-06-17T02:47:10.682895,15302.697,10818.62
