bandwidth_marks = [
    ("2025-06-18T21:17:29", 20000),
    ("2025-06-18T21:19:29", 30000),
    ("2025-06-18T21:21:29", 50000),
    ("2025-06-18T21:23:29", 30000),
    ("2025-06-18T21:25:29", 10000),
    ("2025-06-18T21:27:29", 5000),
]

flutter: 2025-06-18T21:17:29.365155,3544.738,3672.67
flutter: 2025-06-18T21:17:30.364224,2835.487,3886.92
flutter: 2025-06-18T21:17:31.362531,4049.095,1654.62
flutter: 2025-06-18T21:17:32.368428,4049.343,1847.36
flutter: 2025-06-18T21:17:33.365804,4110.787,2791.96
flutter: 2025-06-18T21:17:34.364714,4408.961,3130.17
flutter: 2025-06-18T21:17:35.363607,4656.085,3287.86
flutter: 2025-06-18T21:17:36.365442,4993.984,3041.49
flutter: 2025-06-18T21:17:37.364410,5146.135,5009.07
flutter: 2025-06-18T21:17:38.366285,5656.475,4196.74
flutter: 2025-06-18T21:17:39.364654,5852.36,4011.00
flutter: 2025-06-18T21:17:40.364364,6164.053,3821.07
flutter: 2025-06-18T21:17:41.365096,6593.03,5374.83
flutter: 2025-06-18T21:17:42.363366,7071.191,4802.11
flutter: 2025-06-18T21:17:43.364576,7578.13,7148.83
flutter: 2025-06-18T21:17:44.365266,8131.283,4843.29
flutter: 2025-06-18T21:17:45.364685,8616.651,6640.18
flutter: 2025-06-18T21:17:46.364870,8909.115,5974.62
flutter: 2025-06-18T21:17:47.366176,9478.616,5536.54
flutter: 2025-06-18T21:17:48.365322,9479.592,5687.03
flutter: 2025-06-18T21:17:49.364931,9998.737,7877.29
flutter: 2025-06-18T21:17:50.365145,10717.692,8841.18
flutter: 2025-06-18T21:17:51.365041,11762.734,8427.24
flutter: 2025-06-18T21:17:52.366229,12607.819,9544.14
flutter: 2025-06-18T21:17:53.366085,13518.653,8953.19
flutter: 2025-06-18T21:17:54.361869,14269.987,9671.64
flutter: 2025-06-18T21:17:55.371263,14943.729,11226.11
flutter: 2025-06-18T21:17:56.365395,15848.678,10732.96
flutter: 2025-06-18T21:17:57.365740,17251.218,12106.98
flutter: 2025-06-18T21:17:58.365222,17531.828,7305.00
flutter: 2025-06-18T21:17:59.363918,17667.137,10751.49
flutter: 2025-06-18T21:18:00.367079,19223.145,15521.06
flutter: 2025-06-18T21:18:01.365288,20298.156,12507.48
flutter: 2025-06-18T21:18:02.365510,20298.156,6673.62
