flutter: 🎯 Target Bitrate: 97191.159 kbps | 📡 Current Bitrate: 49458.22 kbps
flutter: 🎯 Target Bitrate: 96428.472 kbps | 📡 Current Bitrate: 49512.75 kbps
flutter: 🎯 Target Bitrate: 96871.948 kbps | 📡 Current Bitrate: 52772.74 kbps
flutter: 🎯 Target Bitrate: 96562.841 kbps | 📡 Current Bitrate: 51082.19 kbps
flutter: 🎯 Target Bitrate: 97205.056 kbps | 📡 Current Bitrate: 51498.16 kbps
flutter: 🎯 Target Bitrate: 97404.038 kbps | 📡 Current Bitrate: 50749.78 kbps
flutter: 🎯 Target Bitrate: 96937.13 kbps | 📡 Current Bitrate: 49779.77 kbps
flutter: 🎯 Target Bitrate: 97771.18 kbps | 📡 Current Bitrate: 47732.70 kbps
flutter: 🎯 Target Bitrate: 97425.538 kbps | 📡 Current Bitrate: 46629.93 kbps
flutter: 🎯 Target Bitrate: 97274.147 kbps | 📡 Current Bitrate: 48810.38 kbps
flutter: 🎯 Target Bitrate: 96469.17 kbps | 📡 Current Bitrate: 50729.28 kbps
flutter: 🎯 Target Bitrate: 96120.015 kbps | 📡 Current Bitrate: 49323.74 kbps
flutter: 🎯 Target Bitrate: 97294.553 kbps | 📡 Current Bitrate: 50034.48 kbps
flutter: 🎯 Target Bitrate: 97599.715 kbps | 📡 Current Bitrate: 47581.36 kbps
flutter: 🎯 Target Bitrate: 98088.398 kbps | 📡 Current Bitrate: 50586.66 kbps
flutter: 🎯 Target Bitrate: 96926.749 kbps | 📡 Current Bitrate: 47036.00 kbps
flutter: 🎯 Target Bitrate: 98519.807 kbps | 📡 Current Bitrate: 32756.06 kbps
flutter: 🎯 Target Bitrate: 97587.835 kbps | 📡 Current Bitrate: 41784.73 kbps
flutter: 🎯 Target Bitrate: 97587.835 kbps | 📡 Current Bitrate: 38528.03 kbps
flutter: 🎯 Target Bitrate: 98565.468 kbps | 📡 Current Bitrate: 0.00 kbps
flutter: 🎯 Target Bitrate: 98607.172 kbps | 📡 Current Bitrate: 588.44 kbps
flutter: 🎯 Target Bitrate: 98607.172 kbps | 📡 Current Bitrate: 1322.61 kbps
flutter: 🎯 Target Bitrate: 98605.924 kbps | 📡 Current Bitrate: 21524.38 kbps
flutter: 🎯 Target Bitrate: 937.032 kbps | 📡 Current Bitrate: 6652.39 kbps
flutter: 🎯 Target Bitrate: 491.32 kbps | 📡 Current Bitrate: 3148.91 kbps
flutter: 🎯 Target Bitrate: 491.32 kbps | 📡 Current Bitrate: 6245.96 kbps
flutter: 🎯 Target Bitrate: 491.08 kbps | 📡 Current Bitrate: 1591.36 kbps
flutter: 🎯 Target Bitrate: 810.742 kbps | 📡 Current Bitrate: 1039.11 kbps
flutter: 🎯 Target Bitrate: 930.408 kbps | 📡 Current Bitrate: 1063.15 kbps
flutter: 🎯 Target Bitrate: 981.904 kbps | 📡 Current Bitrate: 1043.72 kbps
flutter: 🎯 Target Bitrate: 981.712 kbps | 📡 Current Bitrate: 1052.40 kbps
flutter: 🎯 Target Bitrate: 982.392 kbps | 📡 Current Bitrate: 762.82 kbps
flutter: 🎯 Target Bitrate: 982.392 kbps | 📡 Current Bitrate: 439.10 kbps
flutter: 🎯 Target Bitrate: 981.904 kbps | 📡 Current Bitrate: 695.73 kbps
flutter: 🎯 Target Bitrate: 981.904 kbps | 📡 Current Bitrate: 940.14 kbps
flutter: 🎯 Target Bitrate: 981.84 kbps | 📡 Current Bitrate: 967.22 kbps
